id,practice_id,sub_family_id,planet,people,prosperity,keyword,precision_of_recommendations,criteria,justification,test_1_1_1,test_1_1_2,test_x,correspondence,correspondence_link,target,formal_type,difficulty,misc_comments,odds,is_unmissable,cycle_de_vie,tags,actors,indicators,x_indicator,y_indicator,priority,recurrence,use_case
280,FRT-9.C01,34,A,B,B,UI,Implement technical solutions with the lowest impact (degrade the image quality as much as possible for the expected functionality),"Is the definition of the image reduced and adapted to its objective (illustration, contractual, ...)?",Illustrative images and images that carry more contractual information such as the image of a product do not have the same needs for quality details. The adaptation of the level of quality to the importance of the image makes it possible to reduce the environmental footprint of the less critical needs for the service.,What level of quality is expected for each image?,,,,,Contenus,CONSEIL,N/A,,,0,Production,,,,,,,0,
281,FRT-9.04,34,B,A,B,UI,Implement technical solutions with the lowest impact (Offer an alternative to images (Accessibility)),Do all images have a text alternative?,Accessibility assistants must be able to use a description of the information carried by the image in order to allow a good understanding of the service without the vision of the image.,Have you tested the service with an accessibility reader?,,,RGAA criteria 1.1 to 1.9,,Contenus,RECO,*,,,0,Production,#USE ;  #METH ; #LEG,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of images analyzed,Number of images,High,OnUpdate,Source dode / CHROME: lighthouse / accessibility
282,FRT-9.C02,34,B,C,B,UI,Implement technical solutions with the lowest impact (optimize with srcset),Are alternative image formats made available through srcset?,The selection of the different sizes of images available can be left to the browser with an encapsulation of the images in srcset. The browser will select the format best suited to its use. This technique is not always the most efficient from an IT Sustainable point of view and must be validated against more static alternatives.,Have the gains been measured with the use of srcset?,,,,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
283,FRT-9.C03,34,B,C,B,UI,Implement technical solutions with the lowest impact (Use Sprites),Are CSS sprites implemented to limit the flow of image fetching?,"Sprite css techniques allow reducing the number of image files by combining several images per file; This technique does not reduce the volume of exchanges, but reduces the number of image retrieval requests. This provides a sustainable gain in IT efficiency if all the images of the sprite are actually used, otherwise volumes of data have been transferred for nothing.",Have the gains been measured with the use of CSS sprites?,,,Opquast 22 / GreenIT 20,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
284,FRT-9.05,34,B,C,B,UI,Implement technical solutions with the lowest impact (Favor css formatting),"Is formatting in css preferred, to limit the use of images?","Among the presentation elements used in the services, the images represent a significant volume, which generates an environmental footprint. In some cases, formatting operations with CSS make it possible to dispense with an image, this lighter solution is to be preferred.",Which images can be replaced by CSS?,,,RGAA 10.1 criterion,,FrontEnd,RECO,**,,,0,Production,#VOL ; #USE ;  #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of images analyzed,Number of images,High,OnUpdate,Navigation / CHROME network
285,FRT-9.C04,34,A,B,B,UI,Implement technical solutions with the lowest impact (Set up the Lazzy load),"Does the lazy load bring a gain (weight of the page, CPU resource)?","When loading the service on the user device, not all information is equally important. The deferred loading of certain elements is often quite acceptable, without really reducing the volume of loading it requires less technical resources at the same time on the servers which reduces the need for dimensioning of these servers.",Have the gains been measured with the use of lazy loading?,,,GreenIT 37,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
286,FRT-9.C05,34,B,B,B,UI,Implement technical solutions with the lowest impact (Use the most compressed CODECS),Is the definition of the sound suitable?,"The sounds broadcast by the service are characterized by their duration, the number of repetitions, the quality of the sound and finally the type of encoding (Codec) used. Actions on each of these points will reduce the impact of sound files both in the transfer and the volume of the files. Some highly compressed codecs significantly reduce the volume of data for the same quality, but encoding / decoding these formats can require a lot of processing resources, which greatly diminishes the overall benefit from a Sustainable IT point of view.",Is the expected sound quality specified?,,,,,Contenus,CONSEIL,N/A,,,0,Production,,,,,,,0,
287,FRT-9.06,34,A,A,B,UI,Implement technical solutions with the lowest impact (Define css print),Is a clean version available for prints?,"The flows of dematerialization are sometimes broken, and require the production of writing on paper. The user in some cases may also be more comfortable using printed documents rather than 100% electronic. Prints have a significant environmental footprint, whether in the consumption of paper, consumables such as cartridges and printing inks. The presentation needs in electronics or in printing are different; on the other hand, limiting the environmental footprint must lead to a reduction in the density and volume of printed information.",Is the print size specified to reduce space and ink used?,,,Opquast 30 / GreenIT 27 / Pidila 346 - 347,,Design,RECO,*,,,1,Utilisation,#VOL ; #USE ;  #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100; planned = 75; Identified = 50; No = 0,100,High,OnUpdate,User tests cover printings and  checks of printed information
288,FRT-9.07,34,B,A,B,UI,Implement technical solutions with the lowest impact (Disable auto-play - auto-start),"Is it really a user action that triggers the ""play""?",Active content uses technical resources to function. The activity of these components should be started at the request of the user to avoid consuming energy unnecessarily.,Are all the animations in auto start OFF?,Do we avoid pre-loading the animations / video?,,,,UX/UI,RECO,*,,,0,Utilisation,#PERF ; #VOL ; #USE ;  #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of actions without autostart,Number of actions,High,OnUpdate,Navigation
289,FRT-9.08,34,A,B,B,UI,Implement technical solutions with the lowest impact (Disable video if off screen),Are videos or animations outside the active area automatically paused / stopped?,"The active content, animations, videos, sounds launched by the user may no longer be visible on the screen area presented to the user during navigation. Continuing to distribute this content becomes unnecessary and unnecessarily consumes resources, so it should be stopped.",Are the videos and animation in progress stopped when they leave the space seen by the user?,,,,,UX/UI,RECO,**,,,0,Utilisation,#PERF ; #VOL ; #USE ;  #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Number of video analyzed,Number of video,High,OnUpdate,"User tests cover behaviors of animated objects (Video, animations, ...) paused when out of visible area"
290,FRT-9.C06,34,A,B,A,UI,Implement technical solutions with the lowest impact (Limit the use of illustrative videos),Is a video the only solution for the expected illustration?,"In digital service uses, video streams are one of the elements that consume the most processing resources and exchange volume. Videos should be limited to cases where they add significant value. Video is not accessible to certain audiences and should therefore be limited.",What is the total volume of videos on the service?,,,,,Design,CONSEIL,N/A,,,0,Conception,,,,,,,0,
291,FRT-9.C07,34,B,C,B,UI,Implement technical solutions with the lowest impact (use Font picto),Are you reducing the number of pictograms used in the service?,"All presentation elements have a weight greater than the characters of the alphabet. Each time a pictogram is used when the information it conveys could be presented differently, the service increases its volume. In addition, accessibility assistants do not always make it possible to render these pictograms in good conditions.",Are the expected pictograms available in a font?,,,,,FrontEnd,CONSEIL,N/A,,,0,Production,,,,,,,0,
